,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome_Label,CoapplicantIncome_Label,LoanAmount_Label,Term,Credit_History,Property_Area,Decision
291,Male,Yes,2,Graduate,No,Low,Low,Few,0.06196581196581197,0.0,Semiurban,N
292,Male,Yes,2,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Urban,Y
293,Female,No,2,Graduate,No,Low,Low,Few,0.08333333333333336,0.0,Urban,N
294,Male,Yes,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Semiurban,Y
295,Male,Yes,3+,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Urban,Y
296,Male,Yes,1,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Semiurban,Y
297,Female,Yes,1,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Urban,Y
298,Female,No,0,Graduate,No,Low,Low,Few,0.08333333333333336,1.0,Rural,N
299,Male,Yes,1,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Urban,N
300,Male,Yes,0,Not Graduate,No,Low,Low,Few,0.06196581196581197,0.0,Urban,N
301,Male,Yes,0,Not Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Semiurban,Y
302,Female,No,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Rural,Y
303,Male,Yes,1,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Urban,Y
304,Male,No,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Rural,Y
305,Male,No,0,Not Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Urban,N
306,Female,No,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Rural,Y
307,Female,No,0,Graduate,No,Low,Low,Few,0.06196581196581197,0.0,Urban,N
308,Male,No,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Rural,N
309,Male,Yes,2,Not Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Rural,Y
310,Female,No,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Semiurban,Y
311,Male,No,0,Not Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Semiurban,Y
312,Female,No,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Rural,Y
313,Male,Yes,2,Graduate,Yes,Low,Low,Few,0.012820512820512824,1.0,Rural,Y
314,Male,Yes,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Rural,N
315,Male,Yes,1,Not Graduate,No,Low,Low,Few,0.029914529914529916,1.0,Urban,Y
316,Male,Yes,2,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Semiurban,Y
317,Male,Yes,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Urban,Y
318,Female,No,1,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Semiurban,Y
319,Male,Yes,1,Graduate,Yes,Low,Low,Few,0.06196581196581197,1.0,Rural,N
320,Male,Yes,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Semiurban,Y
321,Male,Yes,3+,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Semiurban,Y
322,Male,Yes,2,Not Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Rural,Y
323,Female,No,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Rural,Y
324,Male,Yes,3+,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Rural,Y
325,Male,Yes,1,Graduate,Yes,Low,Low,Few,0.06196581196581197,0.0,Rural,N
326,Male,No,0,Graduate,No,Low,Low,Few,0.06196581196581197,0.0,Rural,Y
327,Male,Yes,0,Graduate,Yes,Low,Low,Few,0.06196581196581197,1.0,Semiurban,Y
328,Female,Yes,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Urban,N
329,Female,No,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Urban,Y
330,Male,No,1,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Urban,Y
331,Male,No,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Semiurban,Y
332,Male,No,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Urban,Y
333,Male,Yes,0,Graduate,No,Low,Low,Few,0.029914529914529916,1.0,Urban,Y
334,Male,Yes,1,Graduate,Yes,Low,Low,Few,0.029914529914529916,1.0,Urban,Y
335,Male,Yes,1,Graduate,Yes,Low,Low,Few,0.029914529914529916,1.0,Semiurban,Y
336,Male,Yes,1,Graduate,Yes,Low,Low,Few,0.06196581196581197,1.0,Rural,Y
337,Male,Yes,2,Graduate,Yes,Low,Low,Few,0.06196581196581197,1.0,Rural,Y
338,Female,No,3+,Not Graduate,No,Low,Low,Few,0.06196581196581197,0.0,Urban,N
339,Female,No,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Semiurban,Y
340,Male,Yes,3+,Not Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Rural,N
341,Female,No,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Rural,N
342,Male,Yes,1,Not Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Urban,Y
343,Male,Yes,3+,Not Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Semiurban,Y
344,Male,Yes,2,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Rural,Y
345,Male,Yes,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Semiurban,Y
346,Male,Yes,0,Not Graduate,No,Low,Low,Few,0.06196581196581197,0.0,Rural,N
347,Male,Yes,2,Not Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Urban,Y
348,Male,Yes,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Semiurban,Y
349,Male,Yes,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Rural,Y
350,Male,Yes,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Semiurban,Y
351,Male,No,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Rural,N
352,Male,Yes,3+,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Rural,Y
353,Female,Yes,0,Graduate,Yes,Low,Low,Few,0.06196581196581197,0.0,Rural,N
354,Female,Yes,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Semiurban,Y
355,Female,No,0,Graduate,No,Low,Low,Few,0.029914529914529916,1.0,Urban,Y
356,Male,Yes,2,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Rural,Y
357,Male,Yes,1,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Urban,N
358,Male,Yes,0,Not Graduate,No,Low,Low,Few,0.08333333333333336,0.0,Urban,N
359,Male,Yes,3+,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Semiurban,Y
360,Female,No,1,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Semiurban,N
361,Male,Yes,2,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Semiurban,Y
362,Male,Yes,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Urban,Y
363,Male,Yes,0,Graduate,No,Low,Low,Few,0.05128205128205129,1.0,Urban,Y
364,Male,No,0,Graduate,Yes,Low,Low,Few,0.06196581196581197,1.0,Rural,Y
365,Male,No,0,Not Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Rural,N
366,Male,No,0,Graduate,No,Low,Low,Few,0.08333333333333336,1.0,Semiurban,N
367,Male,No,0,Graduate,No,Low,Low,Few,0.08333333333333336,0.0,Rural,N
368,Male,Yes,1,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Semiurban,Y
369,Male,Yes,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Rural,N
370,Female,No,0,Graduate,Yes,Low,Low,Few,0.06196581196581197,1.0,Semiurban,Y
371,Male,Yes,2,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Semiurban,Y
372,Male,Yes,2,Graduate,Yes,Low,Low,Few,0.05128205128205129,1.0,Rural,Y
373,Male,No,1,Graduate,No,Low,Low,Few,0.029914529914529916,0.0,Urban,N
374,Female,No,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Urban,Y
375,Male,Yes,0,Graduate,No,Low,Low,Few,0.029914529914529916,1.0,Urban,Y
376,Male,Yes,3+,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Rural,Y
377,Male,Yes,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Semiurban,Y
378,Male,No,0,Graduate,No,Low,Low,Few,0.08333333333333336,1.0,Urban,N
379,Male,Yes,2,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Urban,Y
380,Male,Yes,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Semiurban,Y
381,Male,No,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Semiurban,Y
382,Female,No,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Urban,Y
383,Male,No,0,Graduate,Yes,Low,Low,Few,0.06196581196581197,1.0,Urban,Y
384,Male,Yes,2,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Urban,N
385,Male,No,1,Graduate,No,Low,Low,Few,0.029914529914529916,1.0,Urban,Y
386,Male,No,0,Not Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Semiurban,Y
387,Male,Yes,0,Not Graduate,No,Low,Low,Few,0.06196581196581197,0.0,Urban,N
388,Male,Yes,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Urban,Y
389,Male,Yes,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Rural,Y
390,Male,No,3+,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Rural,Y
391,Male,Yes,3+,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Rural,Y
392,Male,Yes,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Urban,Y
393,Male,Yes,2,Not Graduate,No,Low,Low,Few,0.029914529914529916,1.0,Semiurban,Y
394,Male,Yes,2,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Urban,Y
395,Male,Yes,2,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Semiurban,Y
396,Female,No,0,Graduate,No,Low,Low,Few,0.06196581196581197,0.0,Urban,N
397,Male,Yes,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Urban,Y
398,Male,No,0,Not Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Rural,Y
399,Female,No,0,Graduate,No,Low,Low,Few,0.06196581196581197,0.0,Semiurban,N
400,Male,Yes,2,Not Graduate,No,Low,Low,Few,0.029914529914529916,0.0,Urban,N
401,Male,No,0,Not Graduate,No,Low,Low,Few,0.05128205128205129,1.0,Rural,N
402,Male,No,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Semiurban,Y
403,Female,No,0,Not Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Semiurban,Y
404,Female,No,0,Graduate,Yes,Low,Low,Few,0.06196581196581197,1.0,Rural,N
405,Female,No,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Semiurban,Y
406,Male,Yes,0,Not Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Urban,Y
407,Female,No,0,Not Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Rural,Y
408,Male,Yes,1,Graduate,No,Low,Low,Few,0.05128205128205129,0.0,Semiurban,N
409,Male,Yes,3+,Graduate,No,Low,Low,Few,0.06196581196581197,0.0,Rural,N
410,Female,No,1,Not Graduate,Yes,Low,Low,Few,0.06196581196581197,1.0,Semiurban,N
411,Male,Yes,0,Graduate,Yes,Low,Low,Few,0.06196581196581197,1.0,Urban,Y
412,Male,Yes,0,Not Graduate,No,Low,Low,Few,0.06196581196581197,0.0,Rural,N
413,Male,Yes,0,Not Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Rural,Y
414,Female,Yes,0,Not Graduate,No,Low,Low,Few,0.06196581196581197,0.0,Semiurban,N
415,Female,No,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Urban,Y
416,Female,No,1,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Urban,N
417,Male,Yes,2,Graduate,Yes,Low,Low,Few,0.06196581196581197,1.0,Urban,N
418,Male,Yes,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Rural,Y
419,Male,Yes,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Semiurban,Y
420,Male,Yes,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Rural,Y
421,Female,No,0,Not Graduate,No,Low,Low,Few,0.06196581196581197,0.0,Urban,N
422,Male,Yes,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Urban,Y
423,Male,Yes,1,Graduate,No,Low,Low,Few,0.06196581196581197,0.0,Urban,N
424,Male,Yes,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Semiurban,Y
425,Male,Yes,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Rural,Y
426,Female,No,1,Not Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Rural,N
427,Male,Yes,2,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Semiurban,Y
428,Male,Yes,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Rural,Y
429,Male,No,0,Not Graduate,No,Low,Low,Few,0.029914529914529916,1.0,Urban,Y
430,Female,No,1,Graduate,Yes,Low,Low,Few,0.06196581196581197,1.0,Semiurban,Y
431,Male,No,0,Graduate,No,Low,Low,Few,0.06196581196581197,0.0,Rural,N
432,Male,No,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Semiurban,Y
433,Male,Yes,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Semiurban,Y
434,Male,No,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Urban,Y
435,Female,No,0,Graduate,No,Low,Low,Few,0.0405982905982906,1.0,Semiurban,Y
436,Male,No,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Semiurban,Y
437,Male,Yes,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Urban,Y
438,Male,No,0,Graduate,Yes,Low,Low,Few,0.06196581196581197,0.0,Urban,N
439,Female,Yes,0,Not Graduate,Yes,Low,Low,Few,0.06196581196581197,1.0,Rural,Y
440,Male,No,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Semiurban,Y
441,Male,Yes,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Rural,Y
442,Male,No,3+,Not Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Semiurban,Y
443,Male,No,1,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Semiurban,Y
444,Male,Yes,0,Graduate,No,Low,Low,Few,0.05128205128205129,1.0,Rural,Y
445,Male,Yes,1,Graduate,Yes,Low,Low,Few,0.06196581196581197,1.0,Rural,Y
446,Male,Yes,2,Not Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Rural,Y
447,Male,Yes,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Rural,N
448,Male,Yes,2,Graduate,No,Low,Low,Few,0.06196581196581197,0.0,Rural,N
449,Male,No,1,Not Graduate,Yes,Low,Low,Few,0.06196581196581197,0.0,Semiurban,N
450,Male,Yes,2,Not Graduate,No,Low,Low,Few,0.06196581196581197,0.0,Rural,N
451,Male,Yes,2,Not Graduate,No,Low,Low,Few,0.05128205128205129,0.0,Urban,Y
452,Male,Yes,0,Graduate,No,Low,Low,Few,0.06196581196581197,0.0,Rural,N
453,Male,Yes,0,Graduate,No,Low,Low,Few,0.029914529914529916,0.0,Rural,Y
454,Male,No,0,Graduate,Yes,Low,Low,Few,0.06196581196581197,1.0,Semiurban,Y
455,Male,Yes,2,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Semiurban,Y
456,Male,Yes,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Urban,Y
457,Male,Yes,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Urban,N
458,Male,No,2,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Rural,Y
459,Male,Yes,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Semiurban,N
460,Male,Yes,0,Graduate,Yes,Low,Low,Few,0.06196581196581197,1.0,Semiurban,Y
461,Male,Yes,3+,Graduate,No,Low,Low,Few,0.029914529914529916,1.0,Urban,Y
462,Male,Yes,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Rural,Y
463,Female,No,1,Not Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Semiurban,Y
464,Male,No,0,Graduate,No,Low,Low,Few,0.06196581196581197,0.0,Semiurban,N
465,Male,No,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Rural,Y
466,Male,Yes,3+,Not Graduate,No,Low,Low,Few,0.029914529914529916,0.0,Urban,N
467,Male,Yes,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Semiurban,Y
468,Female,Yes,2,Not Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Semiurban,Y
469,Male,Yes,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Urban,N
470,Male,Yes,1,Graduate,Yes,Low,Low,Few,0.06196581196581197,1.0,Semiurban,Y
471,Male,Yes,1,Not Graduate,No,Low,Low,Few,0.029914529914529916,0.0,Rural,N
472,Male,Yes,3+,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Semiurban,Y
473,Female,No,0,Graduate,Yes,Low,Low,Few,0.06196581196581197,1.0,Urban,Y
474,Male,No,2,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Rural,Y
475,Male,Yes,2,Graduate,Yes,Low,Low,Few,0.06196581196581197,1.0,Rural,Y
476,Male,Yes,2,Graduate,No,Low,Low,Few,0.05128205128205129,1.0,Semiurban,Y
477,Male,Yes,2,Graduate,No,Low,Low,Few,0.06196581196581197,0.0,Semiurban,N
478,Male,Yes,1,Graduate,Yes,Low,Low,Few,0.06196581196581197,1.0,Semiurban,Y
479,Male,Yes,2,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Urban,N
480,Female,No,0,Not Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Rural,Y
481,Male,Yes,3+,Not Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Rural,Y
482,Male,Yes,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Semiurban,Y
483,Male,Yes,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Semiurban,Y
484,Male,Yes,2,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Semiurban,Y
485,Male,Yes,1,Not Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Rural,Y
486,Male,No,2,Graduate,No,Low,Low,Few,0.06196581196581197,0.0,Rural,N
487,Male,Yes,1,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Urban,N
488,Male,Yes,2,Graduate,Yes,Low,Low,Few,0.06196581196581197,1.0,Semiurban,Y
489,Male,No,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Urban,N
490,Male,No,0,Not Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Semiurban,Y
491,Male,Yes,1,Not Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Urban,Y
492,Male,No,0,Not Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Rural,Y
493,Female,No,0,Not Graduate,Yes,Low,Low,Few,0.06196581196581197,1.0,Semiurban,Y
494,Male,Yes,0,Graduate,No,Low,Low,Few,0.06196581196581197,0.0,Rural,N
495,Female,Yes,1,Graduate,No,Low,Low,Few,0.012820512820512824,1.0,Semiurban,Y
496,Male,Yes,0,Not Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Rural,Y
497,Male,Yes,0,Graduate,No,Low,Low,Few,0.0,1.0,Urban,Y
498,Male,Yes,1,Graduate,Yes,Low,Low,Few,0.06196581196581197,1.0,Semiurban,Y
499,Male,No,0,Graduate,No,Low,Low,Few,0.06196581196581197,0.0,Rural,N
500,Female,No,0,Graduate,No,Low,Low,Few,0.08333333333333336,1.0,Rural,Y
501,Female,No,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Semiurban,Y
502,Male,Yes,2,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Semiurban,Y
503,Male,Yes,1,Not Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Rural,N
504,Male,Yes,0,Not Graduate,No,Low,Low,Few,0.05128205128205129,1.0,Semiurban,Y
505,Male,Yes,2,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Rural,Y
506,Male,Yes,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Urban,Y
507,Male,No,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Urban,N
508,Male,Yes,0,Graduate,Yes,Low,Low,Few,0.06196581196581197,1.0,Urban,Y
509,Female,No,1,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Urban,Y
510,Male,No,0,Not Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Rural,N
511,Male,Yes,1,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Semiurban,Y
512,Male,Yes,2,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Urban,Y
513,Male,Yes,0,Graduate,No,Low,Low,Few,0.029914529914529916,1.0,Semiurban,N
514,Male,No,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Rural,N
515,Male,Yes,3+,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Rural,Y
516,Female,Yes,2,Graduate,No,Low,Low,Few,0.08333333333333336,1.0,Semiurban,Y
517,Male,Yes,2,Not Graduate,No,Low,Low,Few,0.06196581196581197,0.0,Semiurban,N
518,Male,No,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Semiurban,N
519,Female,No,0,Not Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Rural,N
520,Male,Yes,2,Not Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Semiurban,Y
521,Male,No,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Semiurban,Y
522,Male,Yes,3+,Graduate,Yes,Low,Low,Few,0.06196581196581197,1.0,Rural,Y
523,Male,Yes,2,Graduate,Yes,Low,Low,Few,0.06196581196581197,1.0,Rural,Y
524,Male,No,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Semiurban,N
525,Male,Yes,2,Graduate,Yes,Low,Low,Few,0.06196581196581197,1.0,Rural,Y
526,Male,Yes,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Semiurban,Y
527,Male,Yes,1,Not Graduate,No,Low,Low,Few,0.06196581196581197,0.0,Semiurban,Y
528,Male,No,1,Not Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Semiurban,Y
529,Male,No,0,Not Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Semiurban,Y
530,Male,Yes,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Rural,Y
531,Male,Yes,3+,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Urban,Y
532,Male,No,2,Graduate,No,Low,Low,Few,0.06196581196581197,0.0,Rural,N
533,Male,No,1,Graduate,No,Low,Low,Few,0.06196581196581197,0.0,Semiurban,N
534,Female,No,0,Not Graduate,Yes,Low,Low,Few,0.06196581196581197,1.0,Urban,Y
535,Male,No,0,Not Graduate,Yes,Low,Low,Few,0.06196581196581197,1.0,Rural,Y
536,Male,Yes,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Urban,Y
537,Male,No,2,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Semiurban,Y
538,Male,Yes,0,Not Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Rural,N
539,Male,Yes,3+,Graduate,No,Low,Low,Few,0.029914529914529916,1.0,Rural,Y
540,Female,Yes,1,Graduate,No,Low,Low,Few,0.029914529914529916,1.0,Semiurban,Y
541,Female,No,0,Graduate,No,Low,Low,Few,0.06196581196581197,0.0,Semiurban,N
542,Female,No,1,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Semiurban,Y
543,Male,Yes,1,Not Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Urban,Y
544,Female,Yes,0,Not Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Semiurban,Y
545,Male,Yes,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Rural,Y
546,Male,No,0,Not Graduate,No,Low,Low,Few,0.004273504273504273,1.0,Semiurban,N
547,Male,No,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Rural,Y
548,Female,No,0,Graduate,No,Low,Low,Few,0.06196581196581197,0.0,Semiurban,N
549,Male,Yes,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Rural,Y
550,Male,Yes,2,Graduate,Yes,Low,Low,Few,0.06196581196581197,0.0,Rural,N
551,Male,Yes,1,Not Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Rural,Y
552,Male,Yes,1,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Urban,Y
553,Male,Yes,0,Not Graduate,No,Low,Low,Few,0.06196581196581197,0.0,Urban,N
554,Male,Yes,0,Graduate,No,Low,Low,Few,0.029914529914529916,0.0,Rural,N
555,Male,Yes,1,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Semiurban,Y
556,Female,No,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Urban,Y
557,Male,Yes,3+,Graduate,Yes,Low,Low,Few,0.06196581196581197,1.0,Semiurban,Y
558,Male,Yes,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Semiurban,Y
559,Female,Yes,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Semiurban,Y
560,Male,Yes,2,Not Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Semiurban,Y
561,Female,Yes,1,Graduate,Yes,Low,Low,Few,0.06196581196581197,1.0,Semiurban,Y
562,Male,Yes,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Rural,Y
563,Male,No,0,Not Graduate,Yes,Low,Low,Few,0.06196581196581197,1.0,Semiurban,Y
564,Male,Yes,2,Graduate,No,Low,Low,Few,0.06196581196581197,0.0,Urban,N
565,Male,Yes,0,Not Graduate,No,Low,Low,Few,0.06196581196581197,0.0,Rural,Y
566,Male,No,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Urban,Y
567,Male,Yes,3+,Graduate,No,Low,Low,Few,0.06196581196581197,0.0,Rural,N
568,Female,No,0,Graduate,No,Low,Low,,0.06196581196581197,1.0,Urban,N
569,Male,Yes,0,Graduate,No,Low,Low,Few,0.06196581196581197,0.0,Urban,N
570,Male,Yes,1,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Urban,Y
571,Male,Yes,1,Graduate,No,Low,Low,Few,0.06196581196581197,0.0,Urban,N
572,Male,Yes,2,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Urban,Y
573,Male,Yes,2,Not Graduate,No,Low,Low,Few,0.08333333333333336,1.0,Semiurban,N
574,Male,Yes,3+,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Semiurban,N
575,Male,Yes,2,Graduate,No,Low,Low,Few,0.012820512820512824,1.0,Urban,Y
576,Male,Yes,0,Graduate,No,Low,Low,Few,0.06196581196581197,0.0,Semiurban,N
577,Male,No,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Urban,Y
578,Male,Yes,1,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Rural,Y
579,Male,No,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Urban,Y
580,Male,Yes,2,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Semiurban,Y
581,Male,No,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Urban,N
582,Female,Yes,0,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Semiurban,Y
583,Male,Yes,1,Graduate,No,Low,Low,Few,0.06196581196581197,1.0,Rural,N
